dataset,run_index,runId,sequenceIndex,generatedSlotIndex,slotTargetDifficulty,chunk,source,candidateType,primaryTag,difficulty,slot_delta,replacementMode,generatedBlueprintName,transitionPressureSeverity,transitionPressureReason,transitionPressureScore,deathsAttributedToSlot
adaptive_on,4,20260429T194911916Z_1657043908,4,3,2.6666667461395264,Generated_Gap_Centered_Flat_Runtime,Chunk_Gap_Tilemap,generated_blueprint,Gap,2.0,-0.6666667461395264,generated_candidate,Generated_Gap_Centered_Flat,none,none,0.0,0
adaptive_on,4,20260429T194911916Z_1657043908,5,4,2.8333334922790527,Generated_Precision_ElevatedPlatform_ExitDrop1_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,1.1666665077209473,generated_candidate,Generated_Precision_ElevatedPlatform_ExitDrop1,none,none,0.0,0
adaptive_on,4,20260429T194911916Z_1657043908,6,5,3.0,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,0.0,none,,none,none,0.0,0
adaptive_on,4,20260429T194911916Z_1657043908,7,6,3.1666667461395264,Generated_Precision_ElevatedPlatform_ExitDrop1_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,0.8333332538604736,generated_candidate,Generated_Precision_ElevatedPlatform_ExitDrop1,none,none,0.0,0
adaptive_on,4,20260429T194911916Z_1657043908,8,7,3.3333332538604736,Chunk_VerticalUp_Tilemap,Chunk_VerticalUp_Tilemap,handcrafted,Vertical,2.0,-1.3333332538604736,none,,none,none,0.0,0
adaptive_on,4,20260429T194911916Z_1657043908,9,8,3.5,Generated_Precision_ElevatedPlatform_ExitDrop2_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,0.5,generated_candidate,Generated_Precision_ElevatedPlatform_ExitDrop2,none,none,0.0,0
adaptive_on,5,20260429T195220185Z_755245175,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_on,5,20260429T195220185Z_755245175,1,0,2.222222328186035,Chunk_VerticalUp_Tilemap,Chunk_VerticalUp_Tilemap,handcrafted,Vertical,2.0,-0.22222232818603516,none,,none,none,0.0,0
adaptive_on,5,20260429T195220185Z_755245175,2,1,2.444444417953491,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,-1.4444444179534912,none,,none,none,0.0,0
adaptive_on,5,20260429T195220185Z_755245175,3,2,2.6666667461395264,Generated_Gap_Centered_Drop_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,0.33333325386047363,generated_candidate,Generated_Gap_Centered_Drop,none,none,0.0,0
adaptive_on,5,20260429T195220185Z_755245175,4,3,2.8888888359069824,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.8888888359069824,none,,none,none,0.0,0
adaptive_on,5,20260429T195220185Z_755245175,5,4,3.1111111640930176,Chunk_Spikes_Tilemap,Chunk_Spikes_Tilemap,handcrafted,Spikes,4.0,0.8888888359069824,none,,none,none,0.0,0
adaptive_on,5,20260429T195220185Z_755245175,6,5,3.3333334922790527,Generated_Gap_Centered_Flat_Runtime,Chunk_GapHard_Tilemap,generated_blueprint,Gap,4.0,0.6666665077209473,generated_candidate,Generated_Gap_Centered_Flat,none,none,0.0,0
adaptive_on,5,20260429T195220185Z_755245175,7,6,3.555555582046509,Chunk_PrecisionJump_Tilemap,Chunk_PrecisionJump_Tilemap,handcrafted,Precision,4.0,0.4444444179534912,none,,none,none,0.0,0
adaptive_on,5,20260429T195220185Z_755245175,8,7,3.777777671813965,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.22222232818603516,none,,none,none,0.0,0
adaptive_on,5,20260429T195220185Z_755245175,9,8,4.0,Chunk_SpikesMedium_Tilemap,Chunk_SpikesMedium_Tilemap,handcrafted,Spikes,5.0,1.0,none,,none,none,0.0,0
adaptive_on,6,20260429T195408686Z_329741170,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_on,6,20260429T195408686Z_329741170,1,0,2.222222328186035,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-0.22222232818603516,none,,none,none,0.0,0
adaptive_on,6,20260429T195408686Z_329741170,2,1,2.444444417953491,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.4444444179534912,none,,none,none,0.0,0
adaptive_on,6,20260429T195408686Z_329741170,3,2,2.6666667461395264,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,0.33333325386047363,none,,none,none,0.0,0
adaptive_on,6,20260429T195408686Z_329741170,4,3,2.8888888359069824,Chunk_StairsUp_Tilemap,Chunk_StairsUp_Tilemap,handcrafted,Vertical,2.0,-0.8888888359069824,none,,none,none,0.0,0
adaptive_on,6,20260429T195408686Z_329741170,5,4,3.1111111640930176,Generated_Precision_ElevatedPlatform_ExitRise1_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,0.8888888359069824,generated_candidate,Generated_Precision_ElevatedPlatform_ExitRise1,none,none,0.0,0
adaptive_on,6,20260429T195408686Z_329741170,6,5,3.3333334922790527,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.6666665077209473,none,,none,none,0.0,0
adaptive_on,6,20260429T195408686Z_329741170,7,6,3.555555582046509,Chunk_Spikes_Tilemap,Chunk_Spikes_Tilemap,handcrafted,Spikes,4.0,0.4444444179534912,none,,none,none,0.0,0
adaptive_on,6,20260429T195408686Z_329741170,8,7,3.777777671813965,Generated_Gap_Centered_Drop2_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,-0.7777776718139648,generated_candidate,Generated_Gap_Centered_Drop2,none,none,0.0,0
adaptive_on,6,20260429T195408686Z_329741170,9,8,4.0,Generated_Precision_ElevatedPlatform_ExitDrop1_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,0.0,generated_candidate,Generated_Precision_ElevatedPlatform_ExitDrop1,none,none,0.0,0
adaptive_on,7,20260429T200149360Z_641542169,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_on,7,20260429T200149360Z_641542169,1,0,2.222222328186035,Chunk_DropRest_Tilemap,Chunk_DropRest_Tilemap,handcrafted,Safe,1.0,-1.2222223281860352,none,,none,none,0.0,0
adaptive_on,7,20260429T200149360Z_641542169,2,1,2.444444417953491,Chunk_StairsUp_Tilemap,Chunk_StairsUp_Tilemap,handcrafted,Vertical,2.0,-0.4444444179534912,none,,none,none,0.0,0
adaptive_on,7,20260429T200149360Z_641542169,3,2,2.6666667461395264,Generated_Gap_Early_Rise2_Runtime,Chunk_Gap_Tilemap,generated_blueprint,Gap,2.0,-0.6666667461395264,generated_candidate,Generated_Gap_Early_Rise2,none,none,0.0,0
adaptive_on,7,20260429T200149360Z_641542169,4,3,2.8888888359069824,Chunk_PrecisionJump_Tilemap,Chunk_PrecisionJump_Tilemap,handcrafted,Precision,4.0,1.1111111640930176,none,,none,none,0.0,0
adaptive_on,7,20260429T200149360Z_641542169,5,4,3.1111111640930176,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,-0.11111116409301758,none,,none,none,0.0,0
adaptive_on,7,20260429T200149360Z_641542169,6,5,3.3333334922790527,Generated_Precision_ElevatedPlatform_ExitDrop1_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,0.6666665077209473,generated_candidate,Generated_Precision_ElevatedPlatform_ExitDrop1,none,none,0.0,0
adaptive_on,7,20260429T200149360Z_641542169,7,6,3.555555582046509,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.4444444179534912,none,,none,none,0.0,0
adaptive_on,7,20260429T200149360Z_641542169,8,7,3.777777671813965,Generated_Precision_ElevatedPlatform_MidDrop2_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,0.22222232818603516,generated_candidate,Generated_Precision_ElevatedPlatform_MidDrop2,none,none,0.0,0
adaptive_on,7,20260429T200149360Z_641542169,9,8,4.0,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.0,none,,none,none,0.0,0
adaptive_on,8,20260429T200230141Z_1049333772,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_on,8,20260429T200230141Z_1049333772,1,0,2.277777671813965,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-0.27777767181396484,none,,none,none,0.0,0
adaptive_on,8,20260429T200230141Z_1049333772,2,1,2.555555582046509,Generated_Gap_Centered_Rise2_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,0.4444444179534912,generated_candidate,Generated_Gap_Centered_Rise2,none,none,0.0,0
adaptive_on,8,20260429T200230141Z_1049333772,3,2,2.8333332538604736,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.8333332538604736,none,,none,none,0.0,0
adaptive_on,8,20260429T200230141Z_1049333772,4,3,3.1111111640930176,Generated_Gap_Centered_Drop_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,-0.11111116409301758,generated_candidate,Generated_Gap_Centered_Drop,none,none,0.0,0
adaptive_on,8,20260429T200230141Z_1049333772,5,4,3.3888888359069824,Chunk_ElevatedPlatform_Tilemap,Chunk_ElevatedPlatform_Tilemap,handcrafted,Precision,4.0,0.6111111640930176,none,,none,none,0.0,0
adaptive_on,8,20260429T200230141Z_1049333772,6,5,3.6666667461395264,Chunk_Spikes_Tilemap,Chunk_Spikes_Tilemap,handcrafted,Spikes,4.0,0.33333325386047363,none,,none,none,0.0,0
adaptive_on,8,20260429T200230141Z_1049333772,7,6,3.944444417953491,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.05555558204650879,none,,none,none,0.0,0
adaptive_on,8,20260429T200230141Z_1049333772,8,7,4.222222328186035,Chunk_ElevatedDoublePlatform_Tilemap,Chunk_ElevatedDoublePlatform_Tilemap,handcrafted,Precision,5.0,0.7777776718139648,none,,none,none,0.0,0
adaptive_on,8,20260429T200230141Z_1049333772,9,8,4.5,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,-0.5,none,,none,none,0.0,0
adaptive_on,9,20260429T200336301Z_1710960079,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_on,9,20260429T200336301Z_1710960079,1,0,2.277777671813965,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,0.7222223281860352,none,,none,none,0.0,0
adaptive_on,9,20260429T200336301Z_1710960079,2,1,2.555555582046509,Chunk_VerticalUp_Tilemap,Chunk_VerticalUp_Tilemap,handcrafted,Vertical,2.0,-0.5555555820465088,none,,none,none,0.0,0
adaptive_on,9,20260429T200336301Z_1710960079,3,2,2.8333332538604736,Generated_Gap_Early_Drop_Runtime,Chunk_Gap_Tilemap,generated_blueprint,Gap,2.0,-0.8333332538604736,generated_candidate,Generated_Gap_Early_Drop,none,none,0.0,0
adaptive_on,9,20260429T200336301Z_1710960079,4,3,3.1111111640930176,Generated_Gap_Centered_Rise_Runtime,Chunk_GapHard_Tilemap,generated_blueprint,Gap,4.0,0.8888888359069824,generated_candidate,Generated_Gap_Centered_Rise,none,none,0.0,1
adaptive_on,9,20260429T200336301Z_1710960079,5,4,3.3888888359069824,Chunk_PrecisionJump_Tilemap,Chunk_PrecisionJump_Tilemap,handcrafted,Precision,4.0,0.6111111640930176,none,,none,none,0.0,0
adaptive_on,9,20260429T200336301Z_1710960079,6,5,3.6666667461395264,Generated_Gap_Centered_Flat_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,-0.6666667461395264,generated_candidate,Generated_Gap_Centered_Flat,none,none,0.0,0
adaptive_on,9,20260429T200336301Z_1710960079,7,6,3.944444417953491,Generated_Precision_ElevatedPlatform_ExitDrop2_Runtime,Chunk_ElevatedPlatform_Tilemap,generated_blueprint,Precision,4.0,0.05555558204650879,generated_candidate,Generated_Precision_ElevatedPlatform_ExitDrop2,none,none,0.0,0
adaptive_on,9,20260429T200336301Z_1710960079,8,7,4.222222328186035,Generated_Gap_Centered_Rise_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,-1.2222223281860352,generated_candidate,Generated_Gap_Centered_Rise,none,none,0.0,0
adaptive_on,9,20260429T200336301Z_1710960079,9,8,4.5,Chunk_ElevatedPlatform_Tilemap,Chunk_ElevatedPlatform_Tilemap,handcrafted,Precision,4.0,-0.5,none,,none,none,0.0,0
adaptive_on,10,20260429T200504826Z_1698790356,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_on,10,20260429T200504826Z_1698790356,1,0,2.277777671813965,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-0.27777767181396484,none,,none,none,0.0,0
adaptive_on,10,20260429T200504826Z_1698790356,2,1,2.555555582046509,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,0.4444444179534912,none,,none,none,0.0,1
adaptive_on,10,20260429T200504826Z_1698790356,3,2,2.8333332538604736,Chunk_VerticalUp_Tilemap,Chunk_VerticalUp_Tilemap,handcrafted,Vertical,2.0,-0.8333332538604736,none,,none,none,0.0,0
adaptive_on,10,20260429T200504826Z_1698790356,4,3,3.1111111640930176,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,-0.11111116409301758,none,,none,none,0.0,0
adaptive_on,10,20260429T200504826Z_1698790356,5,4,3.3888888359069824,Chunk_Spikes_Tilemap,Chunk_Spikes_Tilemap,handcrafted,Spikes,4.0,0.6111111640930176,none,,none,none,0.0,0
adaptive_on,10,20260429T200504826Z_1698790356,6,5,3.6666667461395264,Generated_Gap_Centered_Rise_Runtime,Chunk_GapMedium_Tilemap,generated_blueprint,Gap,3.0,-0.6666667461395264,generated_candidate,Generated_Gap_Centered_Rise,none,none,0.0,0
adaptive_on,10,20260429T200504826Z_1698790356,7,6,3.944444417953491,Chunk_ElevatedPlatform_Tilemap,Chunk_ElevatedPlatform_Tilemap,handcrafted,Precision,4.0,0.05555558204650879,none,,none,none,0.0,0
adaptive_on,10,20260429T200504826Z_1698790356,8,7,4.222222328186035,Chunk_SpikesMedium_Tilemap,Chunk_SpikesMedium_Tilemap,handcrafted,Spikes,5.0,0.7777776718139648,none,,none,none,0.0,0
adaptive_on,10,20260429T200504826Z_1698790356,9,8,4.5,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,-0.5,none,,none,none,0.0,0
adaptive_off,1,20260429T201106971Z_1922496437,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_off,1,20260429T201106971Z_1922496437,1,0,2.1666667461395264,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-0.16666674613952637,none,,none,none,0.0,0
adaptive_off,1,20260429T201106971Z_1922496437,2,1,2.3333332538604736,Generated_Gap_Early_Rise2_Runtime,Chunk_Gap_Tilemap,generated_blueprint,Gap,2.0,-0.33333325386047363,generated_candidate,Generated_Gap_Early_Rise2,none,none,0.0,0
adaptive_off,1,20260429T201106971Z_1922496437,3,2,2.5,Chunk_VerticalUp_Tilemap,Chunk_VerticalUp_Tilemap,handcrafted,Vertical,2.0,-0.5,none,,none,none,0.0,0
adaptive_off,1,20260429T201106971Z_1922496437,4,3,2.6666667461395264,Generated_Safe_RiseRest_Box2_Runtime,Chunk_DropRest_Tilemap,generated_blueprint,Safe,2.0,-0.6666667461395264,generated_candidate,Generated_Safe_RiseRest_Box2,none,none,0.0,0
adaptive_off,1,20260429T201106971Z_1922496437,5,4,2.8333334922790527,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,0.16666650772094727,none,,none,none,0.0,0
adaptive_off,1,20260429T201106971Z_1922496437,6,5,3.0,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,1.0,none,,none,none,0.0,0
adaptive_off,1,20260429T201106971Z_1922496437,7,6,3.1666667461395264,Chunk_VerticalDown_Tilemap,Chunk_VerticalDown_Tilemap,handcrafted,Vertical,2.0,-1.1666667461395264,none,,none,none,0.0,0
adaptive_off,1,20260429T201106971Z_1922496437,8,7,3.3333332538604736,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,-0.33333325386047363,none,,none,none,0.0,0
adaptive_off,1,20260429T201106971Z_1922496437,9,8,3.5,Chunk_Spikes_Tilemap,Chunk_Spikes_Tilemap,handcrafted,Spikes,4.0,0.5,none,,none,none,0.0,0
adaptive_off,2,20260429T201340153Z_840462170,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_off,2,20260429T201340153Z_840462170,1,0,2.1666667461395264,Chunk_StairsUp_Tilemap,Chunk_StairsUp_Tilemap,handcrafted,Vertical,2.0,-0.16666674613952637,none,,none,none,0.0,0
adaptive_off,2,20260429T201340153Z_840462170,2,1,2.3333332538604736,Generated_Gap_Late_Flat_Runtime,Chunk_Gap_Tilemap,generated_blueprint,Gap,2.0,-0.33333325386047363,generated_candidate,Generated_Gap_Late_Flat,none,none,0.0,0
adaptive_off,2,20260429T201340153Z_840462170,3,2,2.5,Chunk_ElevatedPlatform_Tilemap,Chunk_ElevatedPlatform_Tilemap,handcrafted,Precision,4.0,1.5,none,,none,none,0.0,0
adaptive_off,2,20260429T201340153Z_840462170,4,3,2.6666667461395264,Chunk_Gap_Tilemap,Chunk_Gap_Tilemap,handcrafted,Gap,2.0,-0.6666667461395264,none,,none,none,0.0,0
adaptive_off,2,20260429T201340153Z_840462170,5,4,2.8333334922790527,Generated_Safe_RiseRest_Box3_Runtime,Chunk_DropRest_Tilemap,generated_blueprint,Safe,2.0,-0.8333334922790527,generated_candidate,Generated_Safe_RiseRest_Box3,none,none,0.0,0
adaptive_off,2,20260429T201340153Z_840462170,6,5,3.0,Chunk_GapMedium_Tilemap,Chunk_GapMedium_Tilemap,handcrafted,Gap,3.0,0.0,none,,none,none,0.0,0
adaptive_off,2,20260429T201340153Z_840462170,7,6,3.1666667461395264,Generated_Gap_Centered_Rise_Runtime,Chunk_GapHard_Tilemap,generated_blueprint,Gap,4.0,0.8333332538604736,generated_candidate,Generated_Gap_Centered_Rise,none,none,0.0,0
adaptive_off,2,20260429T201340153Z_840462170,8,7,3.3333332538604736,Chunk_VerticalUp_Tilemap,Chunk_VerticalUp_Tilemap,handcrafted,Vertical,2.0,-1.3333332538604736,none,,none,none,0.0,0
adaptive_off,2,20260429T201340153Z_840462170,9,8,3.5,Chunk_GapHard_Tilemap,Chunk_GapHard_Tilemap,handcrafted,Gap,4.0,0.5,none,,none,none,0.0,0
adaptive_off,3,20260429T201349013Z_751836195,0,-1,,Chunk_Flat_Tilemap,Chunk_Flat_Tilemap,handcrafted,Rest,1.0,,none,,none,none,0.0,0
adaptive_off,3,20260429T201349013Z_751836195,1,0,2.1666667461395264,Chunk_StairsUp_Tilemap,Chunk_StairsUp_Tilemap,handcrafted,Vertical,2.0,-0.16666674613952637,none,,none,none,0.0,0
